target,(1+2) EA_{r/2,2r},(1+2) EA_>0,(1+2) EA_BMS,(1+2) EA_half,(1+2) EA_norm.,(1+2) EA_var.,(1+50) EA_{r/2,2r},(1+50) EA_>0,(1+50) EA_BMS,(1+50) EA_half,(1+50) EA_L1,(1+50) EA_L3,(1+50) EA_norm.,(1+50) EA_var.,RLS
5837,1212.4,2093.61,1437.81,1741.27,1481.12,1444.04,4210,16905.6,4589.11,4086.72,5296.69,3738.27,4553.07,4585.21,1851.83,,
5838,1214.85,2096.79,1439.85,1743.53,1483.63,1446.24,4218.39,16926.38,4595.98,4095.29,5306.45,3745.44,4558.99,4593.43,1854.41,,
5839,1217.48,2099.79,1442.16,1745.85,1486.52,1448.3,4227.54,16949.02,4602.65,4104.4,5317.61,3753.01,4566.48,4601.67,1856.58,,
5840,1219.75,2102.77,1444.24,1748.78,1489.09,1451.14,4236,16968.8,4610.29,4111.18,5325.68,3762.02,4574.88,4610.43,1858.86,,
5841,1222.41,2105.52,1446.73,1751.22,1491.5,1453.63,4245.07,16992.76,4615.22,4121.21,5331.95,3770.29,4583.96,4620,1861.31,,
5842,1224.26,2108.41,1449.48,1754.04,1493.89,1455.76,4252.94,17015.2,4621.79,4129.17,5342.85,3779.31,4589.28,4626.43,1863.67,,
5843,1226.38,2111.27,1451.68,1756.64,1496.29,1457.98,4258.57,17035.2,4627.51,4139.8,5354.68,3788.47,4594.55,4636.43,1866.2,,
5844,1229.09,2114.22,1454.13,1759.12,1498.61,1460.57,4267.13,17056.82,4636.04,4147.98,5363.41,3793.96,4599.46,4640.12,1868.54,,
5845,1231.1,2116.89,1456.54,1761.8,1501.41,1463.25,4276.69,17078.06,4640.5,4155.47,5372.32,3804.75,4610.85,4650.9,1870.98,,
5846,1233.56,2119.53,1459.11,1764.54,1503.63,1466.68,4284.75,17096.83,4648.92,4163.69,5379.96,3810.9,4620.17,4658.21,1873.3,,
5847,1235.42,2122.29,1461.62,1766.92,1506.22,1469.82,4293.15,17120.3,4656.89,4169.33,5392.02,3818.16,4627.71,4663.73,1875.23,,
5848,1238.58,2125.12,1464.5,1769.65,1508.48,1472.16,4304.97,17140.91,4664.94,4178.14,5401,3825.59,4636.79,4669.99,1877.79,,
5849,1240.94,2127.98,1467.38,1772.17,1510.69,1474.57,4311.14,17161.87,4671.9,4186.07,5411.96,3832.39,4641.31,4679.27,1880.18,,
5850,1243.03,2131.19,1470.54,1774.87,1513.45,1477.15,4317.46,17182.39,4682.47,4194.38,5417.62,3841.08,4647.19,4685.86,1882.61,,
5851,1245.03,2133.88,1472.65,1778.16,1515.55,1479.58,4325.93,17204.91,4690.35,4200.57,5424.91,3849.95,4655.7,4696.03,1884.8,,
5852,1247.19,2136.77,1474.98,1780.8,1517.57,1482.36,4337.36,17225.62,4697.07,4205.96,5434.64,3859.69,4668.17,4703.26,1887.44,,
5853,1249.08,2139.62,1477.9,1783.63,1520.09,1485.13,4344.63,17246.77,4703.75,4216.49,5445.82,3867.06,4675.11,4713.3,1889.77,,
5854,1251.3,2142.26,1479.97,1786.17,1522.5,1487.35,4354.05,17268.07,4711.05,4224.3,5454.85,3871.51,4682.89,4719.24,1892.55,,
5855,1254.36,2144.97,1482.59,1788.61,1525.15,1489.85,4362.7,17290.52,4717.85,4231.62,5463.92,3879.65,4696.11,4725.16,1894.96,,
5856,1256.9,2147.75,1484.73,1790.83,1527.6,1492.26,4372.01,17310.75,4724.4,4239.64,5471.72,3888.06,4705.77,4733.47,1897.03,,
5857,1259.02,2150.35,1487.41,1793.49,1529.94,1494.58,4382.15,17332.92,4732.44,4247.21,5480.41,3898.66,4711.5,4741.8,1899.74,,
5858,1262.43,2153.5,1489.63,1795.88,1532.69,1497.26,4390.36,17351.53,4740.37,4254.13,5487.95,3907.39,4718.97,4746.81,1901.96,,
5859,1264.52,2156.6,1491.95,1798.63,1534.74,1501.32,4396.53,17376.55,4747.78,4264.7,5496.88,3914.54,4727.88,4757.77,1904.2,,
5860,1266.74,2159.66,1495.03,1801.79,1537.9,1504.22,4405.89,17393.4,4756.6,4273.51,5506.25,3924.7,4733.39,4765.68,1906.19,,
5861,1269.2,2162.57,1496.96,1804.43,1540.19,1506.51,4413.72,17417.84,4764.19,4283.08,5517.06,3932.4,4739.06,4772.14,1908.51,,
5862,1272.26,2165.56,1499.45,1807.09,1542.86,1508.78,4425.25,17437.7,4771.85,4291.65,5526,3941.21,4744.33,4780.59,1911,,
5863,1274.74,2168.38,1502.43,1809.41,1545.14,1511.03,4433.7,17458.4,4778.94,4299.67,5534.78,3950.69,4753.03,4789.47,1913.87,,
5864,1277.29,2171.35,1505,1811.86,1548.09,1514.17,4443.38,17482.37,4786.02,4307.43,5542,3957.21,4760.68,4797.73,1916.27,,
5865,1280.01,2174.11,1507.4,1814.93,1550.45,1517.19,4449.45,17503.34,4796.09,4316.05,5554.07,3963.39,4765.7,4806.58,1918.68,,
5866,1282.37,2177.23,1509.63,1817.28,1552.63,1519.96,4459.41,17524.2,4803.15,4322.54,5564.21,3973.01,4775.49,4813.32,1921.17,,
5867,1285.05,2180.4,1511.93,1820.32,1555.38,1522.22,4468.11,17543.19,4809.51,4332.41,5572.72,3978.33,4780.58,4822.61,1923.7,,
5868,1287.03,2183.25,1513.84,1822.64,1557.65,1524.98,4474.57,17562.23,4816.46,4338.19,5580.25,3989,4791.03,4829.77,1926.58,,
5869,1289.62,2185.68,1515.84,1825.66,1560.12,1527.61,4482.82,17587.37,4823.83,4346.7,5591.46,3994.66,4798.36,4839.23,1929.37,,
5870,1292.9,2188.74,1518.24,1828.06,1562.51,1530.62,4490,17605.58,4830.98,4355.04,5600.37,4002.16,4803.45,4850.59,1931.81,,
5871,1294.98,2191.66,1520.35,1831.18,1565.22,1533.21,4497.05,17630.32,4840.13,4365.31,5610.38,4010.1,4811.82,4858.29,1934.08,,
5872,1297.39,2194,1522.6,1833.62,1567.91,1536.17,4507.47,17650.51,4848.24,4374,5618.63,4020.06,4822.09,4866.18,1936.51,,
5873,1300.21,2197.22,1524.85,1836.61,1570.54,1538.97,4519.22,17669.85,4854.71,4383.01,5627.57,4027.53,4828.85,4873.45,1938.61,,
5874,1302.62,2200,1527.64,1838.98,1573.71,1541.45,4530.58,17692.95,4865.37,4390.34,5633.51,4037.48,4837.56,4883.05,1940.83,,
5875,1306.54,2203.05,1529.81,1841.97,1575.85,1543.49,4541.26,17714,4873.74,4399.76,5643.51,4044.37,4845.06,4895.63,1943.02,,
5876,1308.46,2205.73,1532.68,1844.76,1577.98,1545.79,4552.34,17737.95,4880.24,4407.97,5655.59,4052.78,4852.02,4905.02,1945.38,,
5877,1310.25,2208.66,1535.25,1847.91,1580.89,1548.35,4558.16,17757.35,4887.49,4416.91,5665.96,4057.86,4859.84,4912.71,1947.64,,
5878,1313.58,2211.7,1537.24,1850.19,1583.27,1550.72,4565.64,17780.85,4895.05,4423.16,5674.5,4064.19,4870,4925.58,1950.22,,
5879,1315.92,2214.2,1539.65,1852.86,1585.87,1553.56,4573.48,17802.21,4902.15,4430.18,5684.27,4070.85,4876.15,4931.22,1952.65,,
5880,1317.81,2216.63,1542.49,1855.45,1588.23,1556.25,4584.45,17823.19,4910.28,4437.09,5693.13,4082.36,4884.66,4938.54,1955,,
5881,1320.33,2219.16,1544.97,1858.47,1590.74,1559.01,4594.7,17844.01,4915.83,4446.7,5703.64,4092.4,4893.48,4945.06,1957.77,,
5882,1322.34,2222.57,1547.07,1861.16,1593.4,1561.94,4603.82,17866.45,4926.48,4454.47,5712.33,4099.49,4901.65,4959,1960,,
5883,1324.46,2225.66,1548.71,1864.8,1596.45,1564.13,4613.32,17889.1,4936.54,4461.74,5722.92,4107.01,4909.05,4968.33,1962.38,,
5884,1327.03,2228.33,1551.15,1867.6,1599.31,1566.78,4621.19,17910.52,4943.8,4468.08,5730.98,4113.76,4917.05,4977.81,1964.68,,
5885,1329.66,2231.2,1553.66,1870.1,1601.37,1569.32,4629.26,17933.3,4951.61,4478.44,5741.11,4122.55,4924.32,4987.02,1967.17,,
5886,1332.53,2233.96,1556.28,1872.86,1605.64,1572.19,4638.9,17951.2,4961.41,4487.2,5749.44,4133.85,4933.01,4997.92,1969.66,,
5887,1334.66,2236.77,1558.95,1875.08,1607.89,1574.74,4648.73,17972.42,4969.8,4496.4,5758.52,4140.19,4940.85,5006.4,1972.02,,
5888,1336.75,2239.51,1561.95,1877.71,1609.84,1577.86,4659.41,17994.97,4979.94,4502.08,5767.55,4150.05,4946.98,5014.69,1974.65,,
5889,1339.63,2242.57,1565.22,1879.95,1612.21,1580.63,4671.38,18018.42,4987.64,4513.14,5777.35,4158.06,4953.13,5021.85,1977.15,,
5890,1341.95,2245.12,1567.39,1882.53,1614.65,1583.63,4681.92,18040.1,4995.1,4523.65,5786.94,4167.32,4963.21,5029.58,1979.53,,
5891,1343.87,2247.65,1569.51,1884.8,1617.96,1585.91,4692.69,18058.83,5003.94,4531.42,5795.77,4174.69,4973.62,5038.85,1982.09,,
5892,1345.85,2250.81,1571.93,1887.05,1620.45,1588.32,4700.22,18082.79,5011.74,4537.7,5805.16,4181.2,4980.68,5045.68,1984.33,,
5893,1348.16,2253.98,1574.7,1890.13,1622.62,1590.77,4709.94,18102.05,5020.8,4546.66,5813.24,4191.11,4989.99,5054.95,1987.06,,
5894,1350.58,2257.02,1577.54,1892.35,1624.78,1593.58,4717.35,18121.07,5027.49,4554.69,5819.91,4198.32,4998.29,5064.06,1989.28,,
5895,1352.41,2259.59,1579.81,1894.85,1627.05,1596.19,4726.54,18141.19,5034.72,4563.48,5829.76,4207.88,5008.45,5072.44,1991.66,,
5896,1354.54,2262.2,1582.77,1897.66,1629.93,1598.78,4738.15,18162.4,5043.06,4570.99,5842.19,4217.41,5014.44,5078.64,1993.84,,
5897,1356.64,2265.12,1585.2,1900.22,1632.32,1601.42,4747.57,18182.88,5049.71,4579.06,5851.9,4225.44,5022.61,5083.55,1996.31,,
5898,1358.95,2268.01,1588.39,1903.26,1635.71,1604.11,4756.98,18205.02,5055.61,4587.58,5858.55,4231.44,5029.91,5092,1998.61,,
5899,1362.11,2270.86,1591.46,1905.76,1637.87,1606.64,4776.21,18224.39,5059.5,4596.35,5866.75,4238.65,5038.02,5097.95,2000.66,,
5900,1365.11,2274.08,1593.87,1908.63,1640.46,1609.49,4784.3,18247.84,5071.54,4603.29,5875.01,4252.52,5047.66,5109.36,2003.01,,
5901,1367.54,2276.99,1596.24,1911.39,1642.78,1611.93,4792.2,18267.87,5082.75,4611.85,5883.15,4263.05,5054.82,5114.95,2005.53,,
5902,1369.99,2279.32,1598.45,1914.75,1645.37,1614.2,4801.18,18288.76,5086.27,4619.36,5892.76,4269,5061.67,5124.69,2007.77,,
5903,1372.38,2282.35,1601.85,1917.68,1647.89,1617.14,4809.07,18307.81,5098.9,4631.16,5900.95,4279.32,5072.2,5130.87,2009.67,,
5904,1374.58,2285.51,1604.27,1920.49,1650.35,1619.45,4816.74,18328.52,5105.39,4640.26,5909.29,4288.32,5082.21,5140.65,2011.8,,
5905,1376.93,2288.47,1607.03,1923.68,1653.33,1622.22,4826.05,18351.81,5115.96,4650.15,5917.63,4297.82,5090.02,5152.23,2014.32,,
5906,1378.92,2291.2,1609.15,1926.82,1656.31,1625.01,4834.55,18372.07,5121.51,4658.92,5929.08,4305.49,5095.74,5161.52,2016.74,,
5907,1381.16,2294.35,1611.82,1929.87,1659.3,1627.68,4845.35,18392.89,5131.12,4668.72,5941.06,4312.52,5102.95,5173.5,2019.22,,
5908,1384.03,2296.76,1614.72,1932.52,1661.92,1630.3,4854.96,18413.1,5139.38,4675.36,5948.88,4320.79,5114.19,5181.1,2021.65,,
5909,1386.17,2299.94,1617.98,1935.12,1664.65,1632.66,4866.76,18436.61,5148.28,4684.77,5957.43,4329.61,5124.02,5186.95,2024.12,,
5910,1388.36,2303.1,1620.44,1938.02,1667.12,1635.18,4876.48,18457.22,5153.49,4694.78,5967.11,4338.36,5132.47,5196.85,2026.53,,
5911,1390.53,2306.06,1623.29,1941.15,1669.4,1637.27,4887.83,18480.77,5165.74,4702.54,5976.38,4349.9,5143.65,5203.16,2029.42,,
5912,1392.49,2308.93,1625.88,1944.21,1672.25,1639.48,4897.69,18502.19,5174.8,4711.24,5986.7,4360.5,5151.77,5211.46,2031.98,,
5913,1394.66,2311.61,1628.33,1947.38,1674.91,1641.88,4908.42,18523.77,5182.13,4720.42,5994.23,4369.51,5163.15,5219.79,2034.3,,
5914,1397.49,2314.18,1630.83,1950,1677.8,1644.39,4916.96,18545.69,5191.14,4726.02,6004.3,4376.72,5172.83,5230.69,2036.6,,
5915,1399.77,2317.24,1633.54,1952.36,1680.45,1646.79,4927.12,18566.09,5197.16,4737.12,6013.16,4385.53,5183.07,5240.05,2039.09,,
5916,1402.07,2319.62,1636.42,1954.89,1682.91,1649.54,4937.31,18588.04,5203.5,4747.18,6021.88,4389.49,5194.95,5250.71,2041.63,,
5917,1404.78,2322.45,1638.79,1957.22,1685.52,1652.07,4945.67,18609.59,5211.86,4755.84,6032.48,4399.65,5205.2,5261.66,2043.99,,
5918,1407.32,2325.2,1641.12,1959.91,1688.4,1654.57,4954.46,18632.02,5219.57,4763.79,6042.66,4408.39,5214.82,5269.31,2046.53,,
5919,1409.67,2327.75,1643.53,1962.09,1691.12,1657.13,4964.72,18651.11,5230.49,4772.38,6051.94,4416.91,5220.19,5278.89,2049.17,,
5920,1411.75,2330.39,1646.47,1964.62,1693.78,1659.31,4972.34,18676.59,5239.45,4779.83,6062.22,4424.81,5229.79,5288.67,2051.66,,
5921,1414.36,2333.13,1649.23,1967.07,1696.02,1662.23,4983.91,18696.63,5246.73,4788.38,6073.55,4436.99,5239.99,5296.14,2054.02,,
5922,1416,2335.62,1651.96,1969.38,1698.73,1664.55,4994.71,18717.37,5255.72,4795.75,6081.91,4445.6,5248.01,5307.2,2056.09,,
5923,1418.57,2338.8,1654.82,1972.42,1701.12,1667.36,5000.87,18738.75,5262.73,4805.4,6091.54,4452.82,5257.74,5317.03,2058.69,,
5924,1420.94,2341.75,1657.42,1975.18,1703.6,1670.23,5012.38,18759.13,5270.77,4815.3,6101.35,4460.15,5264.88,5322.59,2061.37,,
5925,1423.78,2344.53,1660.16,1978.15,1706.1,1673.28,5021.88,18782.31,5279.33,4822.75,6110.87,4468.67,5273.34,5330.84,2063.7,,
5926,1426.33,2347.19,1662.34,1980.72,1708.28,1675.89,5033.77,18803.48,5286.05,4832.38,6120.05,4479.53,5284.39,5335.4,2066.41,,
5927,1428.38,2350.29,1665.11,1984.01,1711.24,1677.98,5041.8,18823.56,5293.05,4841.68,6130.21,4488.64,5294.06,5344.15,2068.71,,
5928,1430.96,2353.36,1668.11,1986.61,1713.93,1681.41,5052.66,18844.36,5299.66,4848.94,6139.41,4494.26,5302.78,5352.36,2071.05,,
5929,1433.89,2355.91,1670.51,1989.5,1716.88,1684.14,5064.2,18866.07,5309.43,4856.41,6151.47,4503.86,5311.68,5358.71,2073.61,,
5930,1436.02,2358.93,1672.95,1992.51,1719.42,1687.69,5073.5,18889.92,5313.65,4866.22,6161.04,4510.9,5321.49,5373.78,2076.16,,
5931,1438.19,2362.33,1675.24,1995.14,1722.48,1690,5083.68,18912.02,5321.92,4874.6,6170.77,4519.77,5331.33,5383.46,2078.43,,
5932,1440.74,2365.37,1677.87,1997.76,1724.98,1692.55,5092.81,18932.7,5328.6,4881.31,6180.25,4530.47,5339.77,5390.81,2081.03,,
5933,1443.67,2368.48,1680.3,2000.97,1727.41,1695.23,5103.25,18953.76,5335.87,4890.94,6187.3,4539.9,5348.22,5400.16,2083.19,,
5934,1446.09,2371.46,1683.13,2003.64,1730.06,1697.93,5111.49,18973.57,5344.5,4896.94,6196.45,4547.36,5356.49,5405.66,2085.44,,
5935,1448.99,2374.39,1685.47,2006.52,1732.91,1700.39,5119.93,18995.88,5354.68,4907.03,6207.9,4556.13,5364.94,5416.72,2087.94,,
5936,1452.05,2377.83,1688.3,2009.08,1735.86,1703.2,5131.59,19015.09,5363.89,4916.84,6217.69,4565.98,5373.55,5428.55,2090.26,,
5937,1454.28,2380.9,1690.86,2011.61,1738.35,1706.13,5140.78,19036.82,5371.91,4924.24,6228.57,4575.59,5382.77,5435.52,2092.71,,
5938,1456.5,2383.94,1693.72,2014.36,1741.37,1708.45,5150.52,19059.8,5378.28,4931.96,6239.98,4582.25,5389.95,5443.1,2095.06,,
5939,1459.18,2386.95,1696.34,2017.22,1744.02,1710.89,5162.18,19081.36,5386.32,4942.69,6249.65,4593.59,5399.6,5449.84,2097.61,,
5940,1460.96,2389.59,1699.09,2019.82,1746.73,1713.38,5169.48,19102.64,5393.32,4951.37,6259.18,4600.73,5412.72,5457.6,2099.99,,
5941,1463.21,2392.82,1701.67,2022.67,1749.8,1715.99,5179.19,19124.04,5403.99,4960.86,6269.41,4609.02,5420.7,5470.01,2102.43,,
5942,1466.4,2395.61,1704.2,2026.12,1752.31,1718.21,5188.27,19146.73,5413.59,4971.51,6276.92,4619.29,5439.04,5479.47,2104.66,,
5943,1469.31,2398.56,1706.78,2028.92,1754.64,1720.8,5196.01,19165.16,5421.42,4978.66,6286.08,4626.73,5448.34,5485.83,2106.88,,
5944,1471.38,2401.19,1709.02,2031.27,1757.37,1723.74,5206.43,19187.24,5428.66,4986.67,6297.36,4636.08,5458.96,5491.92,2109.29,,
5945,1473.6,2403.88,1711.79,2033.52,1759.48,1726.98,5215.75,19208.13,5438.41,4993.29,6307.43,4645.29,5469.35,5502.4,2111.95,,
5946,1475.89,2406.54,1714.72,2036.43,1762.49,1729.37,5225.64,19228.25,5444.95,5003.24,6318.13,4653.17,5478.66,5511.51,2114.27,,
5947,1478.91,2409.34,1717.37,2039.09,1764.95,1732.15,5235.53,19252.36,5454.6,5012.45,6326.41,4665.16,5488.06,5518.62,2116.57,,
5948,1481.63,2412.05,1720.06,2041.94,1767.69,1735.38,5245.4,19271.96,5462.24,5019.84,6335.78,4676.07,5500.78,5529.13,2118.94,,
5949,1484.55,2414.93,1723.11,2045.19,1770.62,1737.32,5258.2,19294.92,5467.5,5029.25,6347.05,4688.17,5508.11,5538.73,2121.4,,
5950,1487.56,2418.53,1725.22,2047.83,1773.28,1739.93,5269.47,19315.91,5479.16,5038.19,6356.14,4696.19,5519.53,5548.63,2123.86,,
5951,1491.09,2421.71,1728.08,2050.41,1775.76,1742.95,5279.56,19335.96,5490.23,5045.18,6366.4,4707.41,5527.51,5559.14,2126.42,,
5952,1493.58,2424.53,1730.36,2053.08,1778.67,1745.84,5288.96,19358.36,5501.25,5056.08,6374.35,4714.04,5535.89,5568.41,2128.86,,
5953,1496.11,2427.87,1733.02,2056.4,1781.42,1748.18,5297.3,19380.62,5508.99,5065.82,6388.07,4721.75,5543.32,5578.04,2131.54,,
5954,1499.21,2430.67,1735.15,2058.92,1784.39,1751,5310.04,19402.18,5516.38,5074.66,6397.55,4731.4,5554.46,5587.97,2134.39,,
5955,1501.31,2433.59,1737.31,2061.6,1786.09,1754.3,5319.69,19420.48,5527.01,5081.33,6406.55,4740.95,5561.07,5599.78,2136.95,,
5956,1504.13,2436.41,1739.89,2064.06,1788.33,1757.2,5329.27,19444,5536.36,5090.91,6414.95,4746.58,5568.46,5607.07,2139.56,,
5957,1506.55,2439.19,1742.52,2066.87,1791.08,1759.67,5339.68,19462.57,5544.79,5098.51,6422.76,4759.85,5576.63,5612.98,2142.12,,
5958,1508.91,2442.16,1745.53,2069.29,1793.69,1762.17,5347.91,19484.64,5552.18,5107.79,6433.41,4767.23,5588.56,5620.8,2144.76,,
5959,1511.53,2444.75,1748.19,2072.2,1796.1,1764.64,5358.78,19505.64,5560.06,5117.96,6446.65,4775.04,5596.1,5632.97,2147.09,,
5960,1513.91,2447.75,1750.77,2075.16,1799.2,1767.69,5369.54,19527.05,5566.1,5127.52,6456.04,4780.33,5602.18,5641.37,2149.81,,
5961,1516.49,2450.44,1753.85,2078.27,1802.2,1770.2,5380.62,19553.56,5577.29,5138.4,6465.69,4792.93,5608.83,5648.79,2152.35,,
5962,1518.78,2453.49,1756.27,2080.8,1804.15,1773.43,5387.72,19573.15,5587.41,5148.68,6475.7,4803.09,5618.45,5657.5,2154.77,,
5963,1521.65,2456.52,1758.93,2083.79,1807.35,1776.09,5398.93,19597.71,5594.2,5155.22,6487.92,4810.52,5628.13,5667.09,2157.44,,
5964,1524.84,2459.9,1761.02,2086.26,1810.5,1779.35,5408.55,19617.19,5602.36,5164.5,6498.5,4817.44,5636.82,5675.63,2159.9,,
5965,1527.48,2463.68,1763.05,2089.61,1813.75,1781.96,5420.66,19641.25,5608.45,5172.34,6505.78,4827.8,5643.16,5684.66,2162.3,,
5966,1530.49,2467.01,1766.42,2092.5,1815.78,1784.48,5429.37,19662.39,5621.97,5182.25,6518.43,4837.72,5652.15,5693.86,2164.38,,
5967,1533.23,2470.36,1769.4,2095.35,1818.79,1787.48,5438.87,19686.07,5628,5192.23,6528.9,4847.58,5665.37,5700.86,2166.66,,
5968,1536.25,2473.07,1772.32,2097.99,1821.61,1791.99,5448.86,19706.79,5638.66,5203.3,6539.93,4857.45,5675.87,5710.73,2168.96,,
5969,1538.38,2476.4,1775.06,2101.48,1824.7,1794.6,5458.55,19731.38,5646.94,5214.5,6550.39,4869.52,5685.59,5716.96,2171.62,,
5970,1540.92,2480.07,1777.59,2104.88,1827.16,1797.66,5469.12,19752.12,5655.9,5225.06,6559.03,4876.97,5695.55,5724.47,2174.69,,
5971,1543.46,2483.36,1779.95,2107.4,1829.51,1799.97,5480.11,19771.1,5662.57,5234.75,6567.28,4884.26,5705.42,5735.68,2176.93,,
5972,1545.53,2486.14,1782.96,2110.52,1832.7,1802.25,5490.08,19794.64,5673.76,5245.27,6577.59,4890.81,5711.28,5746.59,2179.19,,
5973,1548.05,2489.04,1785.94,2113.43,1834.64,1806.2,5499.51,19817.86,5683.08,5254.5,6588.91,4901.08,5721.11,5753.56,2181.77,,
5974,1550.3,2491.8,1789.08,2116.21,1836.81,1809.4,5508.89,19836.44,5692.89,5265.29,6597.95,4907.44,5727.39,5763.05,2184.42,,
5975,1552.7,2494.75,1792.05,2118.82,1839.6,1812.47,5519.84,19859.38,5698.54,5273.35,6608.7,4917.46,5737.11,5771.31,2187.25,,
5976,1555.43,2498.07,1794.79,2121.78,1842.02,1815.23,5533.65,19880.53,5708.58,5283.53,6618.07,4929.95,5748.44,5779.5,2189.71,,
5977,1557.99,2501.15,1796.99,2124.64,1844.63,1818.3,5542.96,19903.48,5717.5,5292.57,6628.54,4938.8,5757.94,5787.44,2192.12,,
5978,1560.66,2503.92,1799.62,2127.47,1847.06,1821.46,5553.7,19924.64,5723.97,5299.92,6638.95,4945.86,5765.52,5798.86,2194.76,,
5979,1562.87,2506.86,1802.94,2130.2,1849.25,1824.1,5563.4,19949,5734.32,5309.72,6648.2,4958.93,5777.17,5808.21,2197.39,,
5980,1564.77,2510.27,1805.75,2132.88,1851.38,1827.79,5572.17,19969.19,5742.87,5318.64,6660.66,4967.31,5787.96,5817.2,2200.09,,
5981,1567.31,2513.63,1808.02,2135.4,1854.26,1830.07,5582.66,19989.25,5750.77,5327.1,6668.87,4976.46,5791.36,5824.23,2202.76,,
5982,1569.71,2516.4,1810.72,2138.29,1857.63,1832.37,5593.07,20010.52,5761.53,5336.43,6679.79,4991.05,5803.19,5830.84,2205.05,,
5983,1572.68,2519.23,1813.26,2140.96,1860.6,1835.23,5602.65,20030.82,5767.38,5345.41,6689.39,5001.92,5816.22,5841.97,2207.4,,
5984,1574.98,2521.88,1815.76,2143.66,1863.28,1838.11,5612.83,20052.83,5775.17,5356.86,6699.77,5009.95,5826.43,5852.82,2210.04,,
5985,1578.27,2524.86,1818.77,2146.22,1865.85,1840.63,5622.32,20073.35,5784.32,5364.37,6712,5017.37,5835.37,5863.06,2212.4,,
5986,1580.84,2527.97,1820.91,2148.84,1869.02,1843.89,5634.29,20094.13,5792.19,5371.72,6720.96,5027.44,5841.94,5870.41,2214.82,,
5987,1582.9,2531.1,1823.82,2151.8,1872.19,1846.35,5645.65,20115.14,5801.09,5382.14,6731.84,5036.97,5849.21,5881.27,2217.74,,
5988,1585.7,2534.12,1826.5,2154.12,1874.99,1848.82,5655.71,20139.06,5813.09,5392.29,6745.78,5043.5,5858.46,5892.79,2220.1,,
5989,1588.84,2536.92,1829,2157.21,1876.97,1851.82,5667.58,20161.17,5820.2,5400.91,6754.13,5054.44,5868.2,5903.96,2222.49,,
5990,1591.47,2539.62,1831.62,2159.74,1879.77,1854.93,5676.65,20180.59,5828.22,5412.83,6764.92,5062.33,5876.72,5915.28,2224.73,,
5991,1594.5,2542.89,1834.29,2162.81,1882.43,1857.82,5684.7,20204.74,5835.97,5422.32,6776.17,5072.53,5886.34,5925.24,2227.36,,
5992,1596.69,2545.6,1836.24,2165.39,1884.96,1861.86,5696.98,20224.45,5844.13,5432.47,6788.03,5082.3,5895.52,5934.83,2229.69,,
5993,1600,2548.42,1838.81,2168.13,1887.39,1864.45,5706.22,20247.78,5854.85,5441.49,6798.3,5090.37,5907.02,5949.45,2232.07,,
5994,1602.37,2551.35,1841.32,2171.61,1889.88,1867.22,5716.38,20267.56,5861.26,5451.31,6807.29,5099.69,5916.42,5957.47,2234.4,,
5995,1605.32,2554.16,1844.02,2174.1,1892.49,1869.76,5726.51,20290.37,5869.75,5457.74,6817.16,5108.5,5924.95,5969.72,2237.27,,
5996,1608.09,2556.98,1847.06,2177.15,1895.6,1872.3,5736.05,20308.19,5880.63,5470.56,6829.09,5117.4,5937.63,5980.97,2239.73,,
5997,1610.9,2560.02,1850.03,2179.92,1897.89,1874.79,5743.37,20332.02,5888.73,5479.15,6837.47,5125.88,5946.41,5989.76,2242.35,,
5998,1613.59,2563.34,1852.87,2182.3,1900.38,1877.52,5751.38,20354.99,5896.93,5488.99,6847.97,5136.49,5956.14,5998.5,2245.07,,
5999,1616.63,2566.41,1856.12,2185.07,1903.97,1880.34,5758.94,20373.52,5906.59,5500.49,6860.62,5148.03,5967.56,6005.99,2247.42,,
6000,1618.97,2569.86,1858.95,2188.02,1906.52,1882.93,5771.57,20398.12,5916.96,5510.59,6870.51,5157.02,5976.01,6018.29,2249.76,,
6001,1622.77,2572.72,1861.37,2191.06,1908.78,1885.09,5778.83,20420.69,5925.26,5519.1,6878.8,5164.2,5985.59,6030.07,2252.12,,
6002,1625.63,2576.03,1863.91,2193.86,1911.53,1887.57,5787.54,20440.83,5931.81,5528.67,6890.12,5176.12,5993.94,6037.4,2254.55,,
6003,1628.78,2578.41,1866.9,2197.11,1914.15,1890.12,5798.22,20465.04,5941.18,5539.58,6901.18,5185.13,6001.27,6046.63,2256.95,,
6004,1632.52,2581.21,1869.78,2200.01,1916.38,1892.92,5809.21,20483.6,5948.25,5550.34,6913.85,5194.77,6011.71,6054.71,2259.11,,
6005,1634.75,2584.52,1872.22,2203.38,1918.96,1895.54,5818.81,20506.88,5961.14,5558.28,6923.17,5204.66,6022.84,6067.09,2261.78,,
6006,1637.49,2587.01,1874.8,2206.56,1921.88,1898.34,5827.03,20525.16,5967.39,5567.66,6933.08,5215.12,6036.2,6075.24,2264.67,,
6007,1640.16,2590.06,1877.37,2209.12,1925.01,1900.61,5839.19,20549.76,5975.08,5575.12,6942.97,5226,6043.83,6084.75,2267.07,,
6008,1642.58,2592.96,1880.22,2212.3,1927.21,1903.33,5850.81,20571.02,5981.36,5586.58,6954.09,5235.4,6053.29,6099.35,2269.54,,
6009,1645.55,2595.98,1882.23,2215.16,1930.33,1906.03,5863.11,20594.37,5991.09,5593.48,6963.83,5242.12,6064.86,6109.15,2272.15,,
