target,(1+2) EA_{r/2,2r},(1+2) EA_>0,(1+2) EA_BMS,(1+2) EA_half,(1+2) EA_norm.,(1+2) EA_var.,(1+50) EA_{r/2,2r},(1+50) EA_>0,(1+50) EA_BMS,(1+50) EA_half,(1+50) EA_L1,(1+50) EA_L3,(1+50) EA_norm.,(1+50) EA_var.,RLS
8139,14979.99,12616.97,12498.84,12242.68,12664.78,11445.49,52794.25,77514.83,48938.98,50149.15,53599.23,49831.86,48815.01,48980.32,9918.04,,
8140,14992.59,12625.69,12507.61,12250.25,12674.1,11451.64,52832.51,77546.49,48973.9,50185.76,53635.66,49868.72,48849.35,49013.94,9923.53,,
8141,15007.37,12633.32,12514.2,12257.08,12681.44,11458.45,52867.24,77581.56,49008.08,50217.49,53671.73,49899.87,48880.91,49044.53,9929.42,,
8142,15017.89,12640.21,12521.01,12264.82,12691.39,11463.89,52897.34,77613.92,49037.9,50250.75,53706.88,49935.27,48914.34,49075.76,9934.99,,
8143,15033.22,12647.23,12529.23,12271.79,12700.12,11470.58,52934.47,77646.64,49070.16,50285.63,53741.7,49965.62,48943.12,49107.54,9940.06,,
8144,15046.34,12655.15,12536.09,12279.6,12708.24,11477.22,52970.51,77679.05,49104.43,50319.02,53776.22,50005.96,48978.94,49140.25,9945.65,,
8145,15058.3,12662.03,12543.73,12286.64,12716.89,11483.88,53005.64,77712.6,49135.51,50360.92,53812.39,50035.21,49010.64,49174,9950.58,,
8146,15074.6,12669.32,12552.25,12296.13,12724.73,11490.87,53037.81,77746.22,49167.6,50394.55,53850.35,50076.39,49042.38,49200.92,9956.59,,
8147,15091.81,12677.31,12560.21,12303.31,12733.41,11496.78,53070.15,77777.47,49200.47,50431.96,53888.63,50107.03,49072.94,49230.56,9962.4,,
8148,15102.45,12685.07,12567.71,12310.79,12742.1,11502.02,53103.8,77811.27,49236.22,50469.12,53920.52,50146.79,49107.52,49267.01,9967.98,,
8149,15114.09,12693.25,12574.77,12318.53,12750.82,11508.49,53139.64,77841.54,49270.3,50504.16,53961.37,50180.2,49139.46,49299.78,9973.59,,
8150,15127.91,12701.09,12582.34,12327.22,12760,11514.99,53176.81,77875.75,49306.29,50538.68,53997.46,50213.43,49171.4,49332.15,9979.02,,
8151,15141.94,12709.84,12590.83,12334.48,12768.13,11522.11,53208.6,77912.07,49338.53,50575.51,54032.94,50250.81,49202.27,49367.27,9984.89,,
8152,15155.12,12716.79,12600.37,12343.69,12775.39,11528.44,53244.16,77943.74,49373.23,50611.03,54071.73,50282.63,49238.68,49403.5,9990.05,,
8153,15167.39,12724.3,12609.39,12351.75,12783.55,11534.42,53276.53,77976.96,49410.39,50647.33,54106.16,50321.57,49277.93,49435.65,9995.42,,
8154,15180.64,12730.96,12617.16,12358.58,12793.25,11540.68,53313.24,78013.07,49445.82,50684.59,54141.18,50353.7,49309.45,49471.28,9999.8,,
8155,15193.7,12738.52,12624.68,12364.7,12800.2,11547.84,53351.13,78047.6,49478.44,50716.67,54178.97,50389.73,49347.24,49499.74,10005.53,,
8156,15205.8,12745.3,12634.72,12372.91,12809.46,11555.51,53383.6,78083.84,49514.24,50754.27,54213.47,50420.46,49376.72,49538.75,10011.52,,
8157,15220.5,12751.97,12643.96,12380.35,12817.23,11561.07,53418.73,78114.41,49550.71,50784.99,54249.65,50458,49413.07,49571.01,10016.73,,
8158,15231.91,12759.09,12652.03,12388.66,12825.31,11566.9,53455,78149.38,49586.02,50818.71,54287.95,50492.34,49446.94,49606.51,10022.52,,
8159,15243.7,12767.14,12661.67,12397.16,12833.53,11574.06,53486.93,78183.02,49620.49,50852.11,54325.01,50530.94,49482.65,49642.96,10027.69,,
8160,15254.81,12775.47,12668.65,12404.6,12841.49,11580.51,53518.18,78215.14,49655.1,50887.12,54359.09,50567.49,49518.28,49675.52,10033.64,,
8161,15267.83,12782.86,12677.43,12412.25,12850.35,11586.32,53549.86,78248.56,49690.84,50923.22,54396.18,50598.64,49555.82,49713.9,10039.26,,
8162,15279.7,12792.12,12686.19,12419.06,12857.27,11592.71,53580.6,78283.21,49721.5,50955.43,54432.44,50634.72,49589.01,49748.04,10045.24,,
8163,15291.36,12800.63,12695.1,12426.84,12867.1,11598.25,53618.6,78322.36,49753.38,50992.69,54474.48,50670.64,49625.17,49782.73,10050.34,,
8164,15304.55,12809.27,12704.51,12434.58,12875.17,11604.97,53653.47,78352.37,49785.72,51026.06,54510.8,50707.06,49657.32,49819.1,10055.5,,
8165,15315.95,12816.9,12711.85,12442.41,12884.97,11610.47,53691.82,78387.21,49821.18,51062.64,54548.09,50742.83,49685.77,49854.66,10060.94,,
8166,15331.07,12824.79,12721.59,12450.54,12892.13,11617.94,53725.5,78419.71,49855.26,51093.52,54583.56,50780.95,49716.97,49893.7,10065.8,,
8167,15343.11,12832.32,12731.01,12458.57,12900.99,11623.65,53759.53,78450.3,49889.83,51133.07,54617.78,50817.75,49755.27,49929.29,10071.25,,
8168,15356.28,12839,12740.58,12466.19,12908.88,11630.23,53794.74,78487.38,49925.4,51165.07,54655.55,50856.57,49785.58,49962.3,10077.19,,
8169,15364.96,12845.95,12749.38,12473.63,12916.07,11636.27,53824.89,78520.59,49962.16,51199.5,54693.47,50891.91,49818.57,49993.2,10082.68,,
8170,15378.14,12852.88,12756.88,12481.56,12924.24,11642.12,53857.67,78558.78,49997.6,51231.32,54726.28,50923.87,49854.37,50030.11,10087.65,,
8171,15391.45,12860.83,12765.9,12487.45,12932.25,11648.35,53889.94,78592.42,50030.87,51264.58,54763.13,50959.74,49891.86,50062.09,10092.73,,
8172,15402.99,12868.14,12774.23,12496.43,12940.48,11654.66,53925.46,78627.53,50061.14,51300.1,54800.27,50995.35,49923.34,50097.08,10098.3,,
8173,15416.42,12876.22,12782.85,12503.59,12948.37,11661.49,53958.35,78660.47,50095.93,51332.59,54834.61,51032.51,49960.68,50130.04,10103.65,,
8174,15428.21,12883.76,12789.82,12510.67,12956.3,11668.8,53993.22,78695.35,50131.94,51365.64,54873.21,51065.64,49994.58,50165.48,10109.25,,
8175,15442.11,12890.63,12798.09,12519.6,12965.08,11675.55,54042.14,78730.87,50166.31,51399.28,54908.48,51102.66,50031.41,50201.4,10114.98,,
8176,15452.07,12899.18,12806.32,12527.87,12972.79,11682.13,54085.51,78764.82,50200,51434.98,54943.35,51139.85,50062.11,50236.78,10120.86,,
8177,15462.59,12906.4,12813.26,12535.07,12980.95,11688.18,54116.87,78797.63,50238.91,51467.67,54975.53,51176.61,50096.85,50266.06,10126.84,,
8178,15473.05,12914.14,12821.78,12543.15,12990.35,11694.58,54148.35,78832.08,50275.08,51504.91,55013.84,51208.67,50129.12,50301.05,10132.26,,
8179,15487.83,12922.07,12828.84,12550.74,12997.11,11700.47,54187.84,78869.49,50306.45,51541.34,55050.48,51240.48,50163.4,50334.27,10137.75,,
8180,15500.64,12929.93,12836.43,12558.34,13005.27,11707.03,54224.09,78904.35,50340.91,51576.73,55086.02,51272.33,50192.87,50367.26,10144.14,,
8181,15515.44,12937.07,12844.33,12567.55,13012.74,11713.16,54259.54,78937.05,50373.34,51612.07,55118.22,51304.07,50230.24,50404.23,10148.9,,
8182,15528.78,12945.17,12853.09,12575.36,13022.43,11719.55,54296.47,78971.82,50409.18,51648.32,55150.35,51344.13,50262.65,50436.18,10153.93,,
8183,15540.24,12952.69,12863.05,12583.47,13030.34,11725.96,54331.46,79004.96,50436.09,51687.48,55181.59,51377.9,50295.5,50472.64,10158.7,,
8184,15552.17,12959.65,12870.43,12591.07,13042.35,11733.26,54368.29,79038.8,50470.09,51720.43,55218.93,51413.03,50335.5,50507.69,10164.48,,
8185,15562.85,12968.49,12878.63,12599.11,13049.53,11739.74,54404.72,79071.71,50502.58,51756.26,55254.12,51446.9,50368.63,50541.54,10170.54,,
8186,15578.72,12977.26,12888.82,12606.45,13059.25,11747.85,54439,79107.5,50535.93,51795.01,55294.71,51484.89,50399.88,50570.78,10176.73,,
8187,15588.5,12984.97,12899.68,12614.28,13067.1,11755.03,54472.76,79143.24,50569.53,51830.92,55328.98,51523.34,50436.02,50603.97,10182.49,,
8188,15601.82,12992.07,12909.57,12622.39,13075.47,11761.24,54509.69,79176.29,50603.71,51869.26,55366.35,51560.71,50469.1,50637.16,10187.97,,
8189,15614.54,13000.81,12917.74,12629.92,13084.71,11767.9,54545.46,79209.59,50639.6,51901.66,55400.88,51594.3,50504.89,50673.67,10192.77,,
8190,15628.18,13008.71,12926.2,12638.09,13093.5,11774.67,54578.79,79245.99,50675.19,51938.55,55439.72,51630.66,50536.2,50704.79,10198.4,,
8191,15643.32,13015.81,12935.28,12645.28,13101.1,11780.9,54612.17,79283.66,50710.41,51975.72,55475.4,51665.81,50570.99,50740.13,10203.47,,
8192,15655.79,13024.48,12943.15,12652.42,13108.79,11787.48,54650.79,79320.46,50749.23,52009.39,55511,51703.71,50606.81,50770.31,10208.91,,
8193,15668.14,13032.19,12952.63,12660.54,13117.2,11794.64,54685.59,79354.31,50781.41,52046.52,55546.01,51740.06,50643.38,50806.78,10214.57,,
8194,15682.44,13039.88,12960.29,12670.32,13127.37,11800.51,54733.32,79393.21,50815.28,52082.48,55584.3,51780.32,50678.09,50838.57,10220.25,,
8195,15695.68,13048.17,12968.57,12678.6,13134.27,11805.91,54766.41,79428.03,50849.33,52122.1,55619.44,51815.78,50711.96,50872.74,10225.35,,
8196,15706.29,13054.34,12977.37,12686.79,13140.79,11811.56,54805.25,79459.21,50884.36,52159.78,55654.76,51848.88,50742.58,50904.34,10231.97,,
8197,15718.98,13061.43,12983.55,12694.79,13150.2,11816.54,54845.2,79496.11,50919.35,52194.62,55691.48,51887.39,50781.05,50940.75,10237,,
8198,15735.3,13068.37,12992.15,12702.56,13159.72,11822.78,54878.07,79533.18,50955.8,52231.85,55726.23,51922.82,50813.68,50976.99,10242.99,,
8199,15746.44,13076.32,13000.88,12711.75,13167.02,11829.58,54915.77,79569.53,50989.85,52265.86,55763.06,51958.62,50853.55,51011.29,10248.72,,
8200,15761.1,13084.97,13010.13,12718.15,13175.91,11835.59,54950.12,79605.54,51028.42,52303.67,55797.54,51992.91,50883.57,51042.23,10255.15,,
8201,15773.36,13092.76,13018.52,12725.1,13184.72,11842.56,54989.47,79638.58,51064.68,52341.15,55832.95,52025.28,50923.86,51078.26,10260.36,,
8202,15785.14,13100.91,13027.25,12732.7,13194.42,11849.31,55023.81,79675.04,51098.53,52375.54,55868.56,52062.97,50956.85,51109.78,10265.49,,
8203,15796.94,13109.62,13035.36,12740.41,13203.63,11855.88,55057.26,79709.11,51132.57,52412.75,55899.11,52103.36,50995.81,51144.28,10271.58,,
8204,15808.85,13117.4,13044.85,12748,13211.84,11862.11,55092.06,79743.55,51164.99,52450.86,55933.07,52138.48,51027.53,51182.89,10277.23,,
8205,15821.34,13125.57,13052.64,12755.33,13219.69,11868.28,55131.56,79778.76,51202.34,52484.95,55969.3,52172.65,51062.25,51216.89,10281.94,,
8206,15834.44,13133.52,13061.08,12763.35,13228.65,11874.47,55164.47,79812.33,51237.46,52524.18,56007.33,52203.82,51097.47,51245.71,10287.81,,
8207,15846.97,13142.26,13068.61,12771.01,13236.14,11880.86,55200.44,79847.19,51270.04,52560.87,56041.93,52239.89,51132.39,51279.62,10293.67,,
8208,15858.78,13149.36,13078.08,12777.52,13246.2,11887.62,55239.31,79883.34,51302.58,52596.03,56081.35,52275.56,51168.94,51313.99,10299.49,,
8209,15873.71,13157.92,13085.05,12785.35,13257.91,11893.56,55278.76,79918.48,51334.54,52628.37,56114.02,52310.79,51201.59,51351.58,10305.38,,
8210,15885.69,13165.6,13092.93,12792.14,13264.62,11899.8,55318.19,79952.88,51368.06,52660.07,56152.6,52343.36,51238.84,51387.5,10310.43,,
8211,15897.18,13173.83,13100.71,12799.81,13273.05,11906.14,55353.34,79986.59,51403.82,52696.1,56188.34,52381.84,51269.64,51415.02,10316.21,,
8212,15909.29,13182.95,13108.28,12808.59,13282.51,11912.39,55388.03,80025.63,51437.03,52727.28,56227.31,52413.3,51304.84,51453.8,10320.99,,
8213,15922.48,13189.86,13115.41,12814.85,13290,11920.01,55422.07,80058.5,51472.95,52762.17,56263.05,52446.82,51337.87,51486.03,10326.64,,
8214,15934.88,13198.33,13124.11,12822.47,13299.53,11925.21,55455.72,80093.18,51506.48,52798.58,56298.33,52480.52,51373.77,51519.27,10331.31,,
8215,15949.75,13207.16,13133.98,12830.55,13309.86,11932.33,55493.95,80127.77,51540.51,52835.56,56335.53,52514.63,51410.33,51548.35,10336.18,,
8216,15964.13,13215,13143.09,12837.14,13319.2,11938.18,55528.16,80158.53,51572.89,52873.94,56371.61,52550.24,51446.19,51587.31,10342.24,,
8217,15976.11,13222.82,13152.58,12843.85,13327.42,11945.16,55564.79,80190.99,51609.33,52910.74,56409.35,52584.26,51480.93,51621.25,10347.42,,
8218,15987.28,13232.21,13160.12,12851.96,13335.02,11951.31,55597.56,80225.43,51640.9,52943.82,56449.07,52619.6,51516.98,51654.94,10352.92,,
8219,16002.31,13239.09,13169.83,12859.09,13345.14,11957.21,55641.11,80256.97,51674.42,52978.62,56484.61,52652.68,51546.83,51685.21,10358.19,,
8220,16017.92,13245.81,13178.62,12865.95,13353.71,11963.71,55676.68,80292.79,51708.26,53011.37,56521.27,52688.95,51582.06,51724.5,10364.6,,
8221,16034.14,13252.37,13185.86,12874.89,13362.82,11969.59,55713.23,80328.92,51745.62,53049.77,56557.52,52721.59,51613.63,51758.91,10370.15,,
8222,16047.94,13259.98,13195.12,12882.1,13369.63,11976.18,55770.76,80362.25,51780.47,53084.77,56593.74,52759.42,51647.12,51789.91,10375.88,,
8223,16063.73,13268.44,13202.47,12889.74,13378.6,11982.48,55805.05,80396.96,51817.89,53120.96,56629.93,52793,51683.14,51822.5,10380.68,,
8224,16077.64,13275.43,13211.04,12897.84,13387.98,11988.54,55838.84,80434.46,51851.9,53154.58,56667.58,52829.46,51717.52,51856.79,10385.61,,
8225,16089.63,13283.15,13220.89,12904.57,13396.54,11995.57,55879.14,80471.23,51887.94,53192.59,56705.34,52864.06,51750.42,51891.82,10391.52,,
8226,16099.85,13291.11,13228.14,12911.66,13404.27,12002.26,55915.83,80503.23,51924.47,53228.35,56743.26,52901.79,51788.87,51927.64,10396.73,,
8227,16112.84,13299.34,13235.97,12920.36,13413.13,12008.91,55954.5,80534.82,51959.62,53265.59,56785.98,52937.35,51820.49,51963.92,10403.27,,
8228,16129.03,13307.44,13244.54,12928.27,13422.6,12014.15,55992.75,80567.48,51993.02,53300.86,56820.18,52974.18,51854.12,51996.6,10409.55,,
8229,16142.7,13315.21,13253.05,12936.28,13430.92,12019.73,56026.52,80601.29,52027.66,53338.69,56860.34,53006.67,51887.8,52036.33,10415.35,,
8230,16155.04,13322.44,13260.29,12945.32,13440.08,12026.62,56062.6,80635.78,52063.36,53375.85,56894.35,53044.41,51924.54,52070.37,10421.32,,
8231,16170.33,13329.57,13267.92,12953.47,13450.18,12032.68,56101.11,80669.77,52100.35,53411.36,56929.97,53076.98,51956.09,52105,10427.52,,
8232,16182.46,13337.22,13278.23,12961,13459.61,12038.44,56136.85,80703.27,52133.2,53449.35,56965.28,53112.37,51991.15,52138.85,10434.48,,
8233,16197.25,13343.54,13285.88,12968.02,13466.12,12044.63,56169.84,80740.21,52171.57,53488.98,57003.75,53145.98,52027.57,52178.47,10440.39,,
8234,16209.85,13351.8,13295.93,12975.92,13475.43,12051.01,56203.94,80772.54,52207.16,53525.33,57044.79,53184,52062.72,52214.72,10445.13,,
8235,16223.94,13361.82,13305.88,12983.59,13485.55,12057.24,56247.34,80811.63,52242.1,53562.21,57079.4,53222.44,52100.16,52251.44,10450.62,,
8236,16243.16,13368.77,13314.18,12990.83,13495.13,12063.12,56280.91,80844.12,52277.64,53596.96,57116.87,53260.08,52135.29,52285.92,10456.54,,
8237,16256.09,13376.65,13323.59,12998.65,13503.54,12069.84,56316.54,80881.64,52309.84,53629.73,57151.38,53301.03,52169.55,52321.99,10462.26,,
8238,16267.68,13384.21,13332,13005.88,13509.99,12076.45,56354.93,80914.97,52347.92,53666.37,57186.44,53340.57,52204.28,52357.78,10467.71,,
8239,16282.63,13392.07,13341.42,13013.04,13518.75,12082.46,56393.62,80949.66,52378.13,53701.54,57223.13,53379.2,52238.21,52395.79,10474.38,,
8240,16297.83,13400.35,13350.15,13020.72,13528.37,12088.03,56428.65,80988.56,52419.73,53736.57,57259.05,53416.52,52274.01,52428.17,10480.52,,
8241,16310.6,13408.02,13358.21,13027.24,13535.43,12094.54,56465.88,81022.01,52456.1,53774.86,57294.13,53451.96,52309.92,52464.41,10486.74,,
8242,16325.3,13416.08,13368.01,13034.52,13545.26,12100.46,56500.15,81061.01,52490.31,53804.86,57331.34,53494.51,52348.33,52499.36,10492.12,,
8243,16342.3,13425.06,13379.57,13041.97,13553.93,12107.31,56536.96,81093.12,52524.96,53843.88,57366.07,53528.86,52387.74,52533.21,10497.67,,
8244,16356.59,13433.43,13387.69,13049.33,13561.94,12113.94,56568.93,81126.2,52560.07,53876.19,57407.14,53570.24,52426.78,52573.85,10503.87,,
8245,16368.7,13441.47,13395.98,13056.83,13569.9,12121.35,56604.05,81161.72,52594.49,53915.5,57444.16,53608.08,52462.05,52604.81,10509.24,,
8246,16380.93,13448.93,13404.53,13065.27,13577.75,12127.81,56643.97,81197.21,52626.8,53947.12,57482.32,53649.74,52496.56,52643.6,10514.85,,
8247,16394.35,13457.5,13412.47,13072.94,13585.44,12134.19,56679.71,81231.23,52659.28,53981.24,57518.41,53682.3,52534.49,52674.19,10520.38,,
8248,16410.84,13464.47,13420.21,13081.12,13595.7,12140.21,56718.62,81267.62,52691.86,54023.13,57556.96,53717.03,52572.09,52712.48,10526.13,,
8249,16423.35,13472.73,13429.32,13088.63,13605.27,12145.7,56752.83,81303.26,52733.88,54055.43,57590.5,53747.96,52607.75,52744.75,10532.09,,
8250,16436.44,13481.17,13436.37,13095.65,13613.92,12152.52,56784.8,81336.66,52767.73,54092.32,57632.34,53786.88,52644.81,52780,10538.39,,
8251,16450.4,13490.27,13446.21,13103.32,13623.24,12157.88,56823.95,81371.72,52804.02,54131.11,57665.86,53821.76,52681.02,52811.59,10544.15,,
8252,16465.27,13498.82,13456.59,13111.57,13631.59,12164.53,56858.68,81405.65,52834.8,54167.73,57702.93,53859.84,52717.18,52846.97,10550.07,,
8253,16480.4,13506.67,13464.88,13118.79,13639.49,12170.61,56902.98,81441.2,52873.53,54207.92,57740.12,53893.49,52757.12,52877.83,10555.49,,
8254,16495.18,13515.34,13473.18,13127.57,13648.33,12176.94,56942.88,81474.71,52907.57,54241.72,57781.21,53931.52,52794.31,52914.96,10562.01,,
8255,16508.06,13522.61,13481.8,13133.9,13659.31,12183.38,56981.88,81510.27,52944.43,54281.07,57816.84,53965.23,52830.04,52948.43,10568.06,,
8256,16519.77,13529.64,13489.63,13144.9,13668.92,12190.26,57016.11,81543.37,52982.52,54316.73,57853.47,54006.13,52866.76,52983.26,10574.28,,
8257,16534.45,13538.14,13499.5,13152.6,13677.81,12196.35,57049.15,81576.66,53018.53,54352.05,57889.38,54041.31,52905.96,53018.5,10580.32,,
8258,16546.06,13547.15,13508.75,13159.9,13687.2,12202.94,57089.57,81614.11,53054.65,54385.39,57925.73,54078.4,52941.16,53051.73,10586.11,,
8259,16558.86,13555.2,13517.81,13167.44,13696.54,12209.02,57124.39,81647.86,53090.29,54421.61,57961.94,54111.58,52977.91,53085.51,10591.93,,
8260,16573.82,13563.75,13528.77,13174.61,13704.83,12215.03,57160.75,81679.96,53129.47,54455.01,57995.8,54150.7,53015.87,53119.78,10597.95,,
8261,16588.09,13571.75,13537.83,13182.14,13712.87,12221.41,57196.12,81714.55,53162.54,54491.17,58031.26,54184.94,53049.8,53156.1,10603.41,,
8262,16598.81,13580.01,13545.18,13190.33,13721.48,12226.88,57241.56,81748.82,53203.19,54527.16,58069.32,54225.2,53084.82,53191.59,10609.99,,
8263,16611.63,13587.9,13556.4,13197.76,13730.18,12233.17,57277.99,81788.7,53237.44,54564.44,58104.65,54262.54,53122.24,53228.94,10615.33,,
8264,16623.03,13595.35,13564.73,13205.81,13738.48,12239.16,57319.42,81822.43,53274.97,54599.5,58142.69,54298.01,53159.6,53262.23,10620.74,,
8265,16640.51,13603.7,13574.56,13214.21,13747.48,12245.06,57357.1,81857.24,53307.3,54637.97,58180.63,54332.32,53198.55,53297.31,10626.56,,
8266,16655.76,13612.39,13583.12,13222.33,13756.48,12251.07,57394.84,81893.47,53344.85,54676.69,58218.22,54370.95,53234.12,53331.49,10631.99,,
8267,16667.17,13621.39,13591.11,13230.35,13763.72,12257.79,57434.29,81930.96,53380.79,54713.98,58256.85,54409.61,53271.63,53367.72,10637.79,,
8268,16680.5,13630.98,13599.52,13238.56,13770.87,12263.99,57477.96,81967.13,53416.77,54752.33,58294.79,54440.59,53307.2,53404.22,10644.21,,
8269,16694.16,13640.1,13609.88,13247.71,13779.54,12271.73,57516.54,82001.1,53449.15,54789.2,58335.49,54479.11,53342.99,53441.66,10649.43,,
8270,16705.8,13648.5,13617.92,13256.47,13787.36,12278.31,57557.8,82040.16,53482.67,54824.8,58373.89,54516.14,53379.51,53471.98,10654.83,,
8271,16718.12,13656.1,13627.72,13264.91,13795.56,12286.15,57592.56,82078.31,53517.8,54861.96,58415.77,54555.06,53418.77,53511.27,10660.75,,
8272,16732.59,13664.25,13636.45,13272.42,13804.25,12291.64,57632.03,82112.82,53553.89,54898.15,58451.33,54586.38,53454.84,53548.49,10666.57,,
8273,16748.22,13671.62,13645.38,13280.44,13813.04,12298.64,57670.34,82148.28,53588.44,54936.92,58493.52,54626.77,53489.1,53579.9,10672.32,,
8274,16763.21,13678.71,13652.49,13288.34,13821.1,12304.99,57707.76,82183.6,53618.43,54975.15,58526.95,54662.76,53523.71,53616.36,10678.6,,
8275,16776.26,13686.75,13661.89,13296.07,13829.38,12311.5,57743.73,82216.37,53652.45,55016.75,58567.82,54701.75,53558.73,53654.7,10683.76,,
8276,16789.82,13695.15,13671.15,13304.14,13838.13,12318.02,57786.93,82248.97,53685.32,55052.11,58605.49,54735.31,53595.7,53690.29,10690.08,,
8277,16807.36,13702.35,13679.66,13312.33,13847.9,12324.53,57822.85,82285.53,53720.17,55088.94,58648.44,54770.55,53629.03,53727.23,10696.22,,
8278,16822.86,13710.63,13687.49,13319.99,13857.88,12330.13,57857.24,82319.94,53753.71,55125.22,58681.51,54806.02,53666.85,53762.15,10702.42,,
8279,16837.54,13719.63,13697.02,13329.56,13866.32,12337.69,57891.32,82356.21,53789.79,55161.07,58718.95,54840.25,53700.68,53795.9,10710.07,,
8280,16850.56,13728.32,13703.73,13337.74,13875.03,12344.01,57930.27,82394.12,53822.45,55197.41,58755.49,54873.4,53736.22,53834.66,10715.03,,
8281,16864.55,13736.86,13712.75,13346.65,13885.2,12350.59,57968.09,82429.34,53854.4,55233.49,58792.31,54907.13,53768.8,53868.7,10720.97,,
8282,16879.28,13745.95,13722.84,13354.37,13895.37,12356.25,58008.66,82464.5,53888.82,55271.38,58830.06,54942.52,53807,53906.76,10727.03,,
8283,16889.72,13752.32,13730.06,13363.06,13903.52,12364.63,58042.12,82500.4,53927.13,55302.67,58867.18,54983.23,53840.48,53944.2,10732.64,,
8284,16901.12,13761.26,13738.87,13370.72,13912.09,12370.96,58079.06,82537.97,53958.5,55339.34,58904.63,55017.23,53875.08,53979.59,10738.26,,
8285,16916.62,13771.04,13748.53,13378.77,13921.99,12378.05,58114.16,82568.97,53993,55369.97,58940.43,55055.05,53910.3,54013.52,10744.64,,
8286,16934.47,13779.37,13758.01,13387.7,13931.78,12383.69,58155.86,82608.29,54024.95,55406.44,58977.1,55089.45,53945.02,54049.3,10751.36,,
8287,16948.93,13788.39,13767.96,13396.95,13939.49,12389.81,58196.92,82644.77,54058.51,55441.18,59011.69,55131.95,53979.69,54084.39,10757.38,,
8288,16963.81,13795.81,13777.57,13404.25,13948.4,12396.74,58240.97,82679.01,54092.43,55478.15,59051.74,55167.67,54014.68,54119.47,10762.88,,
8289,16977.72,13803.75,13785.84,13412.58,13958.1,12402.51,58276.16,82716.32,54127.75,55514.49,59085.23,55205.55,54046.26,54154.66,10768.36,,
8290,16993.2,13811.1,13795.69,13421.05,13966.53,12408.24,58317.19,82750.62,54161.45,55554.8,59129.25,55240.13,54085,54190.57,10774,,
8291,17007.9,13818.75,13803.02,13428.2,13976.55,12414.62,58356.64,82782.52,54201.08,55591.81,59164.4,55270.11,54119.58,54227.61,10780.53,,
8292,17024.45,13826.61,13810.09,13436.71,13985.2,12420.46,58394.27,82823.53,54239.25,55624.6,59205.1,55304.14,54160.04,54264.73,10786.43,,
8293,17036.96,13834.91,13817.44,13444.04,13994.75,12426.98,58433.98,82859.38,54276.73,55661.39,59239.93,55341.55,54195.1,54301,10793.1,,
8294,17054.49,13843.34,13824.04,13452.69,14003.86,12433.59,58471.62,82895.28,54313.93,55699.5,59279.36,55381.9,54229.48,54335.97,10798.92,,
8295,17069.18,13852.34,13832.89,13460.14,14012.37,12440.01,58504.53,82932.97,54348.52,55737.87,59319.23,55420.12,54265.36,54372.95,10804.85,,
8296,17081.81,13860.04,13842.58,13468.52,14020.3,12446.49,58540,82972.96,54389.75,55773.3,59357.75,55461.12,54304.38,54407.31,10810.1,,
8297,17097.21,13868.69,13851.28,13476.26,14030.17,12453.21,58580.05,83009.04,54424.47,55809.13,59397.96,55497.29,54336.98,54446.91,10816.73,,
8298,17109.87,13877.16,13861.52,13483.58,14040.51,12459.87,58622.13,83043.91,54465.05,55847.54,59434.03,55539.23,54370.82,54486.25,10822.87,,
8299,17123.37,13884.75,13870.89,13493.18,14048.12,12466.77,58652.85,83080.64,54502.23,55884.7,59472.6,55576.66,54402.73,54525.7,10827.55,,
8300,17137.59,13893.03,13880.96,13501.02,14057.58,12473.56,58688.62,83114.01,54539.39,55923.03,59510.12,55619.21,54438.85,54563.86,10834.85,,
8301,17151.97,13903.87,13890.69,13510.41,14067.01,12481.18,58737.29,83149.41,54572.93,55960.04,59550.15,55653.82,54477.03,54598.86,10840.06,,
8302,17161.97,13912.78,13899.8,13518.85,14074.66,12487.12,58773.31,83185,54610.14,55998.6,59589.26,55691.76,54515.31,54635.9,10846.42,,
8303,17177.04,13922.13,13908.57,13528.21,14084.58,12494.29,58810.07,83219.04,54644.28,56035.25,59626.03,55723.68,54547.42,54672.09,10852.63,,
8304,17190.77,13930.15,13916.51,13536.17,14094.99,12500.28,58854.21,83254.7,54681.73,56071.8,59663.98,55766.06,54585.24,54704.01,10858.6,,
8305,17205.84,13938.46,13925.85,13542.6,14103.07,12506.35,58892.88,83292.96,54719.63,56110.24,59702.03,55799.44,54622.17,54741.41,10863.74,,
8306,17221.06,13947.24,13933.49,13549.85,14112.35,12513.07,58929.59,83328.39,54755.53,56144.95,59740.54,55844.47,54660.23,54778.78,10869.54,,
8307,17236.84,13956.34,13942.46,13557.35,14122.94,12520.49,58973.52,83366.03,54793.02,56180.27,59779.76,55877.61,54694.7,54816.24,10876.01,,
8308,17249.68,13965.15,13951.76,13567.13,14131.46,12526.67,59010.5,83404.67,54823.65,56216.13,59817.73,55914.48,54733.22,54854.84,10882.23,,
8309,17265.62,13972.68,13961.04,13574.95,14142.79,12533.43,59052.89,83438.9,54859.06,56252.86,59852.48,55950.26,54769.18,54889.23,10888.94,,
8310,17280.68,13981.29,13970.42,13583.63,14152.19,12540.17,59092.64,83477.54,54892.29,56292.88,59888.55,55993.16,54802.36,54926.22,10895.3,,
8311,17297.11,13990.03,13977.93,13592.6,14161.09,12546.05,59126.89,83514.57,54928.13,56327.69,59925.44,56029.61,54835.27,54963.91,10901.3,,
